year,doy,hod,coszen,PPFD,Tair,Tleaf,precip,VPD,E,Gs,gb,gs,Patm,u,CO2,LAI,sw,sw0,Ps,O2,zref,height,max_leaf_width,can_sat,kcanint,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,eps_s,albedo_l,albedo_l2,albedo_ws,albedo_ds,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,P50,P88,kmax,ratiocrit,g1,sfw,nPs,ground_area,Ztop,Zbottom,root_beta,Psie,hyds,theta_sat,fc,pwp,bch,r_soil
2011,1,5.5,0.003612123,0,21.88,22.88,0,0.390185879,0.002012147,0.134721156,2.8,0.141530871,96.04588,1.892666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,6,0.122493156,0,21.89333333,22.89333333,0,0.396632362,0.002110883,0.139042663,2.8,0.146308041,96.05128,2.318,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,6.5,0.240331264,0,21.88,22.88,0,0.391060735,0.014015616,0.936511858,2.8,1.407163879,96.06748,2.459,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,7,0.355110202,0,21.69666667,22.69666667,0,0.379787154,0.007706848,0.53019179,2.8,0.654036322,96.05668,2.529,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,7.5,0.464866072,0,21.38333333,22.38333333,0,0.345419159,0.010366464,0.784381091,2.8,1.089624157,96.08907,3.102666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,8,0.567720921,0,21.39,22.39,0,0.391408497,0.004227261,0.28227454,2.8,0.313921721,96.08907,3.415,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,8.5,0.661914872,0,21.21333333,22.21333333,0,0.394752926,0.00882096,0.584027624,2.8,0.73795024,96.08907,2.821333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,9,0.745836243,2.17075,21.12,22.12,0,0.437594857,0.034101184,2.038820872,2.8,7.499809483,96.18623333,2.812333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,9.5,0.818049114,92.23783334,21.01,22.01,0,0.41640096,0.073984,4.651577921,2.8,-7.034226338,96.25101333,1.622666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,10,0.877317904,341.379,21.70666667,22.70666667,0,0.508048507,0.0683808,3.524722875,2.8,-13.61792817,96.27800333,2.355,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,10.5,0.922628507,638.5813334,22.52,23.52,0,0.661190617,0.0891072,3.530632466,2.8,-13.53042927,96.31579,3.511333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,11,0.953205647,921.9975,23.3,24.3,0,0.798333675,0,0,2.8,0,96.33198333,3.455666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,11.5,0.968526139,1227.806667,23.94333333,24.94333333,0,0.919761108,0.09152256,2.607723228,2.8,37.9745559,96.34728333,3.370666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,12,0.968327846,1513.203167,24.74666667,25.74666667,0,1.07656869,0.11409856,2.77713005,2.8,340.0079185,96.33606333,3.942,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,12.5,0.95261416,1720.909667,25.38666667,26.38666667,0,1.19919826,0,0,2.8,0,96.3404,4.810666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,13,0.921653949,1943.011667,26.11666667,27.11666667,0,1.340294194,0.1054272,2.061361247,2.8,7.81411951,96.34577333,4.630333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,13.5,0.875976948,1798.675833,26.62,27.62,0,1.450504138,0.13339968,2.410382978,2.8,17.32232414,96.35657,4.048,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,14,0.816364704,2061.831667,27.58666667,28.58666667,0,1.664954697,0.0873392,1.375009407,2.8,2.701790704,96.36736333,3.481666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,14.5,0.7438372,2097.63,28.03,29.03,0,1.787439876,0.15910912,2.332341915,2.8,13.96438461,96.32958333,4.064666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,15,0.659635401,2243.87,28.43333333,29.43333333,0,1.916537037,0.12681184,1.733388122,2.8,4.550377546,96.31287,4.143666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,15.5,0.565200023,2492.173334,29.28333333,30.28333333,0,2.153469696,0.10172256,1.236631251,2.8,2.214811768,96.24824,3.469,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,16,0.462146881,1954.512833,29.55666667,30.55666667,0,2.221563711,0.1530272,1.802897914,2.8,5.062785674,96.22598667,4.111666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,16.5,0.352239244,1892.2085,29.59666667,30.59666667,0,2.271733231,0.12736128,1.466715892,2.8,3.080217092,96.18271,4.414333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,17,0.237357662,1609.7825,29.89,30.89,0,2.418991305,0.11235232,1.214410951,2.8,2.144534653,96.12780667,3.667333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,17.5,0.11946779,1690.519167,30.43333333,31.43333333,0,2.602904155,0.05997056,0.601907858,2.8,0.766729461,96.04642,3.924666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,18,0.000586756,1606.355,30.61666667,31.61666667,0,2.661518148,0.044911008,0.440679754,2.8,0.522991024,96.01317333,3.557666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,18.5,0,0,30.58,31.58,0,2.632997355,0.037334176,0.370112978,2.8,0.426487458,95.96420333,3.496,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,19,0,0,30.63666667,31.63666667,0,2.659865085,0.06135232,0.601775202,2.8,0.76651422,95.91665,3.628333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,19.5,0,0,30.43,31.43,0,2.637632635,0.030989504,0.306420879,2.8,0.34407509,95.88466,2.705333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,20,0,0,30.25333333,31.25333333,0,2.623017851,0.010824512,0.107650748,2.8,0.11195505,95.90496,2.444333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,20.5,0,0,30.81,31.81,0,2.78243766,0,0,2.8,0,95.88396333,2.505,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,21,0,0,30.21333333,31.21333333,0,2.654527924,0,0,2.8,0,95.88993333,2.943666667,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,21.5,0,0,29.86,30.86,0,2.591886055,0,0,2.8,0,95.92754333,2.805,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,22,0,0,29.76333333,30.76333333,0,2.581162313,0,0,2.8,0,95.93319667,2.167333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,22.5,0,0,29.08333333,30.08333333,0,2.397082412,0,0,2.8,0,95.98832667,2.256,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,23,0,0,28.89666667,29.89666667,0,2.362203422,0,0,2.8,0,95.98809667,2.371333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,23.5,0,0,28.51333333,29.51333333,0,2.259581039,0,0,2.8,0,96.02724333,1.975333333,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,24,0,0,27.26666667,28.26666667,0,1.837006076,0,0,2.8,0,96.08669667,2.153,38.66173205,0.690096961,0.125523626,0.078887689,-0.4131323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,0.5,0,0,26.75666667,27.75666667,0,1.623062003,0,0,2.8,0,96.06510667,2.762666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,1,0,0,26.99333333,27.99333333,0,1.734396905,0,0,2.8,0,96.09782,4.576666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,1.5,0,0,27.17333333,28.17333333,0,1.821468955,0,0,2.8,0,96.07686333,4.667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,2,0,0,25.93333333,26.93333333,0,1.489907068,0.009629344,0.168888113,2.8,0.179728851,96.07107667,5.038666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,2.5,0,0,25.55,26.55,0,1.380200558,0.003100746,0.058699016,2.8,0.059955928,96.05897,3.981333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,3,0,0,23.88,24.88,0,0.889113715,0.00488376,0.143633064,2.8,0.151399483,96.13654667,5.243666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,3.5,0,0,23.47666667,24.47666667,0,0.79984871,0.00651984,0.213033273,2.8,0.230576281,96.08364,4.910333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,4,0,0,23.53666667,24.53666667,0,0.802261727,0.01819952,0.592674061,2.8,0.751808939,96.05128,4.407333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,4.5,0,0,23.41,24.41,0,0.759779824,0.018309952,0.629680616,2.8,0.812371551,96.06207667,4.208,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,5,0,0,23.40333333,24.40333333,0,0.765327659,0.0139128,0.474887102,2.8,0.571879278,96.04048333,4.077,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,5.5,0.001625108,0,23.85,24.85,0,0.884062604,0.031831072,0.940253608,2.8,1.415628558,96.00809667,4.715333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,6,0.120576121,0,23.80333333,24.80333333,0,0.974178149,0.013132704,0.352020611,2.8,0.402641344,96.00269333,5.797333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,6.5,0.238513582,0,23.54,24.54,0,0.970279538,0.007936416,0.213565474,2.8,0.23119987,95.9919,5.611333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,7,0.353419546,0,23.23333333,24.23333333,0,0.96304276,0.010397472,0.281814652,2.8,0.313353036,95.96491333,5.975333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,7.5,0.463327941,0,22.56,23.56,0,0.820632974,0.005294371,0.168468126,2.8,0.179253292,96.00269667,4.671,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,8,0.566358204,0,22.16666667,23.16666667,0,0.761807413,0.004523632,0.155084243,2.8,0.164177584,96.01889333,4.26,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,8.5,0.660747459,0,21.98666667,22.98666667,0,0.774545491,0.00742832,0.250618634,2.8,0.275255865,96.07287333,4.732,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,9,0.744880678,2.927085,21.36,22.36,0,0.650104746,0.036669952,1.474908339,2.8,3.116571837,96.13225333,4.763666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,9.5,0.817318321,57.78765,21.17666667,22.17666667,0,0.584514186,0.052548224,2.351248621,2.8,14.67069838,96.15384667,5.045,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,10,0.876820957,296.9890666,21.67,22.67,0,0.623339771,0.04276656,1.794483307,2.8,4.996986417,96.15924333,2.851,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,10.5,0.922370481,767.0745,22.92333333,23.92333333,0,0.809914635,0.06240768,2.016067086,2.8,7.200855763,96.19163,3.352333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,11,0.953187528,824.6565,23.06333333,24.06333333,0,0.813700153,0.06262528,2.014701752,2.8,7.183468085,96.24021333,4.270333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,11.5,0.968744809,1215.543833,23.70333333,24.70333333,0,0.886852894,0.06798368,2.006898537,2.8,7.085242139,96.25059667,4.117333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,12,0.968776136,1399.791,24.48,25.48,0,0.993222871,0.06811968,1.795892617,2.8,5.00792984,96.26880333,4.505333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,12.5,0.953280971,1103.4265,25.05333333,26.05333333,0,1.082977562,0.0759424,1.83633447,2.8,5.335602821,96.27599667,4.810333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,13,0.922524443,1398.800833,25.78,26.78,0,1.221526392,0.0811376,1.739420226,2.8,4.592183214,96.27561667,4.546,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,13.5,0.877032802,1367.953333,26.24333333,27.24333333,0,1.306933356,0.09386176,1.881336534,2.8,5.734137132,96.30799333,4.028666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,14,0.817584425,2069.829167,27.10333333,28.10333333,0,1.469191771,0.0660144,1.17631501,2.8,2.028522803,96.24862667,3.5265,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,14.5,0.745196489,2048.121667,27.8,28.8,0,1.644717282,0.12735584,2.027287789,2.8,7.34608012,96.25402333,3.491666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,15,0.661107571,2468.561666,28.17666667,29.17666667,0,1.751330263,0,0,2.8,0,96.20436333,4.051,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,15.5,0.566756457,2278.906667,28.76,29.76,0,1.938424872,0,0,2.8,0,96.18821667,4.0035,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,16,0.463757521,1790.7545,29.11333333,30.11333333,0,2.040656445,0.0847008,1.085468024,2.8,1.772676455,96.14584333,3.647,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,16.5,0.353873102,2106.77,29.6,30.6,0,2.264014046,0.047805632,0.551981363,2.8,0.68751557,96.10712,3.650666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,17,0.238983353,2232.445,30.35666667,31.35666667,0,2.538251632,0,0,2.8,0,96.04802,3.761666667,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,17.5,0.121054071,1888.857167,30.91666667,31.91666667,0,2.658113986,0,0,2.8,0,96.02449667,3.548333333,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,18,0.002103057,1414.6435,31.11666667,32.11666667,0,2.751711396,0.047905184,0.454210807,2.8,0.542158802,95.91994667,3.465,38.66173205,0.669997975,0.121557142,0.07296057,-0.487069365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
